DATACODE,RECTYPE,RECYEAR,RECMONTH,RECDAY,WATERSHED,GRAZE,CAGE,PLOTNUM,LVGRASS,FORBS,CUYRDEAD,PRYRDEAD,WOODY,COMMENT
PEB01,1,1993,9,2,n01a,g,3,1,76.16,0.88,16.60,0.00,0.00,
PEB01,1,1993,9,2,n01a,g,3,2,58.45,4.67,15.71,0.00,0.00,
PEB01,1,1993,9,2,n01a,g,3,3,40.05,15.56,8.25,0.00,0.00,
PEB01,1,1993,9,2,n01a,g,3,4,36.08,7.67,10.47,0.00,0.00,
PEB01,1,1993,9,2,n01a,g,3,5,16.25,15.46,6.06,0.00,0.00,
PEB01,1,1993,9,2,n01a,g,3,6,30.86,21.07,7.56,0.00,0.00,
PEB01,1,1993,9,2,n01a,g,3,7,39.52,4.63,8.84,0.00,0.00,
PEB01,1,1993,9,2,n01a,g,3,8,48.49,3.26,12.39,0.00,0.00,
PEB01,1,1993,9,2,n01a,g,3,9,29.07,8.28,6.61,0.00,0.00,
PEB01,1,1993,9,2,n01a,g,4,1,29.76,18.20,4.75,0.00,0.00,
PEB01,1,1993,9,2,n01a,g,4,2,33.76,6.92,10.07,0.00,0.00,
PEB01,1,1993,9,2,n01a,g,4,3,30.74,6.21,7.51,0.00,0.00,
PEB01,1,1993,9,2,n01a,g,4,4,39.55,5.08,11.79,0.00,0.00,
PEB01,1,1993,9,2,n01a,g,4,5,42.06,3.26,11.13,0.00,0.00,
PEB01,1,1993,9,2,n01a,g,4,6,45.84,6.71,12.09,0.00,0.00,
PEB01,1,1993,9,2,n01a,g,4,7,52.15,9.25,9.29,0.00,0.00,
PEB01,1,1993,9,2,n01a,g,4,8,38.79,3.15,11.07,0.00,0.00,
PEB01,1,1993,9,2,n01a,g,4,9,33.04,0.00,8.92,0.00,0.00,
PEB01,1,1993,9,9,n01a,g,5,1,36.58,7.80,10.40,0.00,0.00,
PEB01,1,1993,9,9,n01a,g,5,2,47.54,0.44,17.90,0.00,0.00,
PEB01,1,1993,9,9,n01a,g,5,3,75.21,0.00,14.59,0.00,0.00,
PEB01,1,1993,9,9,n01a,g,5,4,70.61,0.36,21.06,0.00,0.00,
PEB01,1,1993,9,9,n01a,g,5,5,42.89,0.45,10.89,0.00,0.00,
PEB01,1,1993,9,9,n01a,g,5,6,84.47,1.11,17.13,0.00,0.00,
PEB01,1,1993,9,9,n01a,g,5,7,51.21,0.54,10.02,0.00,0.00,
PEB01,1,1993,9,9,n01a,g,5,8,19.62,0.60,4.80,0.00,0.00,
PEB01,1,1993,9,9,n01a,g,5,9,64.43,1.78,14.37,0.00,0.00,
PEB01,1,1993,9,9,n01a,g,6,1,33.11,0.93,13.16,0.00,0.00,
PEB01,1,1993,9,9,n01a,g,6,2,82.19,0.00,15.78,0.00,0.00,
PEB01,1,1993,9,9,n01a,g,6,3,36.56,0.46,11.41,0.00,0.00,
PEB01,1,1993,9,9,n01a,g,6,4,84.59,0.00,27.11,0.00,0.00,
PEB01,1,1993,9,9,n01a,g,6,5,41.60,0.00,10.09,0.00,0.00,
PEB01,1,1993,9,9,n01a,g,6,6,68.92,0.01,10.12,0.00,0.00,
PEB01,1,1993,9,9,n01a,g,6,7,38.77,0.00,19.64,0.00,0.00,
PEB01,1,1993,9,9,n01a,g,6,8,91.85,0.15,20.03,0.00,0.00,
PEB01,1,1993,9,9,n01a,g,6,9,111.98,0.00,11.97,0.00,0.00,
PEB01,1,1993,9,9,n01a,g,7,1,34.75,0.33,8.15,0.00,0.00,
PEB01,1,1993,9,9,n01a,g,7,2,72.49,0.00,13.62,0.00,0.00,
PEB01,1,1993,9,9,n01a,g,7,3,39.80,0.04,13.14,0.00,0.00,
PEB01,1,1993,9,9,n01a,g,7,4,65.33,0.00,16.57,0.00,0.00,
PEB01,1,1993,9,9,n01a,g,7,5,27.46,2.14,4.77,0.00,0.00,
PEB01,1,1993,9,9,n01a,g,7,6,55.86,0.97,17.61,0.00,0.00,
PEB01,1,1993,9,9,n01a,g,7,7,54.32,0.63,7.96,0.00,0.00,
PEB01,1,1993,9,9,n01a,g,7,8,47.42,0.00,10.48,0.00,0.00,
PEB01,1,1993,9,9,n01a,g,7,9,52.54,2.36,15.68,0.00,0.00,
PEB01,1,1993,9,9,n01a,g,8,1,60.74,2.28,13.70,0.00,6.45,
PEB01,1,1993,9,9,n01a,g,8,2,120.32,0.22,29.87,0.00,12.04,
PEB01,1,1993,9,9,n01a,g,8,3,61.07,0.51,13.24,0.00,0.00,
PEB01,1,1993,9,9,n01a,g,8,4,31.50,16.04,9.73,0.00,0.00,
PEB01,1,1993,9,9,n01a,g,8,5,76.12,4.29,16.74,0.00,0.00,
PEB01,1,1993,9,9,n01a,g,8,6,64.20,0.87,14.13,0.00,0.00,
PEB01,1,1993,9,9,n01a,g,8,7,61.57,0.14,9.48,0.00,9.33,
PEB01,1,1993,9,9,n01a,g,8,8,34.85,34.53,10.05,0.00,0.00,
PEB01,1,1993,9,9,n01a,g,8,9,61.37,0.26,12.72,0.00,0.00,
PEB01,1,1993,9,3,n04a,g,9,1,42.98,5.92,9.58,24.07,0.00,
PEB01,1,1993,9,3,n04a,g,9,2,38.59,3.48,10.46,12.83,0.00,
PEB01,1,1993,9,3,n04a,g,9,3,46.75,0.29,12.21,31.87,0.00,
PEB01,1,1993,9,3,n04a,g,9,4,52.50,14.18,7.48,15.92,0.00,
PEB01,1,1993,9,3,n04a,g,9,5,49.47,1.33,17.32,34.98,0.00,
PEB01,1,1993,9,3,n04a,g,9,6,54.53,3.35,16.61,22.98,0.00,
PEB01,1,1993,9,3,n04a,g,9,7,53.70,9.59,16.42,21.00,0.00,
PEB01,1,1993,9,3,n04a,g,9,8,14.70,0.14,5.73,8.04,0.00,
PEB01,1,1993,9,3,n04a,g,9,9,35.19,2.34,7.94,26.85,0.00,
PEB01,1,1993,9,3,n04a,g,10,1,23.03,3.86,7.34,23.61,0.00,
PEB01,1,1993,9,3,n04a,g,10,2,39.74,2.50,8.04,21.95,0.00,
PEB01,1,1993,9,3,n04a,g,10,3,44.19,1.47,10.93,18.68,0.00,
PEB01,1,1993,9,3,n04a,g,10,4,36.59,8.72,13.92,14.95,0.00,
PEB01,1,1993,9,3,n04a,g,10,5,34.55,6.64,11.08,29.52,0.00,
PEB01,1,1993,9,3,n04a,g,10,6,50.95,4.75,13.04,39.53,0.00,
PEB01,1,1993,9,3,n04a,g,10,7,41.09,6.83,11.45,37.35,0.00,
PEB01,1,1993,9,3,n04a,g,10,8,46.17,4.65,14.10,30.87,0.00,
PEB01,1,1993,9,3,n04a,g,10,9,34.32,6.99,6.64,22.33,0.00,
PEB01,1,1993,9,9,n04a,g,11,1,20.85,0.23,6.58,20.48,0.00,
PEB01,1,1993,9,9,n04a,g,11,2,28.06,0.21,7.59,33.70,0.00,
PEB01,1,1993,9,9,n04a,g,11,3,18.41,0.70,12.70,32.51,0.00,
PEB01,1,1993,9,9,n04a,g,11,4,19.41,0.01,11.89,43.69,0.00,
PEB01,1,1993,9,9,n04a,g,11,5,72.16,0.10,22.59,42.35,0.00,
PEB01,1,1993,9,9,n04a,g,11,6,9.81,0.21,7.45,52.27,0.00,
PEB01,1,1993,9,9,n04a,g,11,7,21.45,2.13,9.39,29.97,0.00,
PEB01,1,1993,9,9,n04a,g,11,8,25.10,0.49,7.93,18.68,0.00,
PEB01,1,1993,9,9,n04a,g,11,9,46.56,1.56,9.70,46.95,0.00,
PEB01,1,1993,9,9,n04a,g,12,1,34.82,1.78,13.73,7.37,0.00,
PEB01,1,1993,9,9,n04a,g,12,2,38.00,29.13,10.72,9.89,0.00,
PEB01,1,1993,9,9,n04a,g,12,3,61.26,0.06,18.83,42.57,0.00,
PEB01,1,1993,9,9,n04a,g,12,4,32.57,0.44,7.73,12.18,0.00,
PEB01,1,1993,9,9,n04a,g,12,5,34.42,0.71,8.50,31.84,0.00,
PEB01,1,1993,9,9,n04a,g,12,6,34.11,0.17,9.64,20.48,0.00,
PEB01,1,1993,9,9,n04a,g,12,7,41.02,3.31,8.66,22.88,0.00,
PEB01,1,1993,9,9,n04a,g,12,8,17.55,2.83,7.08,17.54,0.00,
PEB01,1,1993,9,9,n04a,g,12,9,39.77,7.83,14.88,30.40,0.00,
PEB01,1,1993,9,9,n04a,g,13,1,31.49,3.49,13.39,11.31,3.48,
PEB01,1,1993,9,9,n04a,g,13,2,30.97,5.40,9.76,22.21,0.00,
PEB01,1,1993,9,9,n04a,g,13,3,36.96,8.92,14.40,13.85,0.00,
PEB01,1,1993,9,9,n04a,g,13,4,36.71,4.23,11.83,11.49,0.00,
PEB01,1,1993,9,9,n04a,g,13,5,33.82,1.39,14.70,19.06,0.00,
PEB01,1,1993,9,9,n04a,g,13,6,31.10,7.11,12.68,18.72,0.00,
PEB01,1,1993,9,9,n04a,g,13,7,29.73,2.35,10.63,12.40,0.00,
PEB01,1,1993,9,9,n04a,g,13,8,27.72,3.73,9.32,18.83,0.00,
PEB01,1,1993,9,9,n04a,g,13,9,33.18,9.70,9.94,16.22,0.00,
PEB01,1,1993,9,9,n04a,g,14,1,38.41,1.51,18.66,16.36,0.00,
PEB01,1,1993,9,9,n04a,g,14,2,59.42,0.70,14.53,16.75,0.00,
PEB01,1,1993,9,9,n04a,g,14,3,38.74,0.56,15.82,18.07,0.00,
PEB01,1,1993,9,9,n04a,g,14,4,27.03,0.95,12.53,23.12,0.00,
PEB01,1,1993,9,9,n04a,g,14,5,21.83,2.88,9.33,31.94,0.00,
PEB01,1,1993,9,9,n04a,g,14,6,31.28,5.01,8.03,24.91,0.00,
PEB01,1,1993,9,9,n04a,g,14,7,34.10,3.67,8.27,7.53,0.00,
PEB01,1,1993,9,9,n04a,g,14,8,35.43,2.67,7.07,20.91,1.19,
PEB01,1,1993,9,9,n04a,g,14,9,50.84,6.92,10.22,10.42,0.00,
PEB01,1,1993,9,9,n04a,g,15,1,29.79,5.89,9.78,10.53,0.00,
PEB01,1,1993,9,9,n04a,g,15,2,57.27,4.91,20.98,24.29,0.00,
PEB01,1,1993,9,9,n04a,g,15,3,29.05,5.61,14.43,10.12,0.00,
PEB01,1,1993,9,9,n04a,g,15,4,41.51,1.60,11.75,35.28,0.00,
PEB01,1,1993,9,9,n04a,g,15,5,37.43,39.53,10.65,25.62,0.00,
PEB01,1,1993,9,9,n04a,g,15,6,42.12,2.05,18.81,15.61,0.00,
PEB01,1,1993,9,9,n04a,g,15,7,53.20,2.06,17.66,16.26,0.00,
PEB01,1,1993,9,9,n04a,g,15,8,32.73,6.89,9.76,18.60,0.00,
PEB01,1,1993,9,9,n04a,g,15,9,50.24,7.64,11.55,3.90,0.00,
PEB01,1,1993,9,9,n04a,g,16,1,79.03,0.12,11.42,32.52,0.00,
PEB01,1,1993,9,9,n04a,g,16,2,43.54,0.13,9.04,19.31,0.00,
PEB01,1,1993,9,9,n04a,g,16,3,54.79,0.17,9.66,42.93,0.00,
PEB01,1,1993,9,9,n04a,g,16,4,54.47,0.00,10.62,29.08,0.00,
PEB01,1,1993,9,9,n04a,g,16,5,49.40,0.00,9.18,49.45,0.00,
PEB01,1,1993,9,9,n04a,g,16,6,33.07,0.00,14.74,29.86,0.00,
PEB01,1,1993,9,9,n04a,g,16,7,30.72,0.22,10.57,18.65,0.00,
PEB01,1,1993,9,9,n04a,g,16,8,106.65,0.00,16.19,27.53,0.00,
PEB01,1,1993,9,9,n04a,g,16,9,56.40,0.00,9.98,21.16,0.00,
PEB01,1,1993,9,2,n01a,u,1,1,52.09,4.71,12.10,0.00,0.00,
PEB01,1,1993,9,2,n01a,u,1,2,42.72,4.32,12.37,0.00,0.00,
PEB01,1,1993,9,2,n01a,u,1,3,43.71,0.03,11.55,0.00,0.00,
PEB01,1,1993,9,2,n01a,u,1,4,51.32,3.14,9.75,0.00,0.00,
PEB01,1,1993,9,2,n01a,u,1,5,37.46,2.17,11.70,0.00,0.00,
PEB01,1,1993,9,2,n01a,u,1,6,55.85,2.04,14.57,0.00,2.51,
PEB01,1,1993,9,2,n01a,u,1,7,62.26,1.12,18.92,0.00,0.00,
PEB01,1,1993,9,2,n01a,u,1,8,57.04,0.13,11.39,0.00,0.00,
PEB01,1,1993,9,2,n01a,u,1,9,59.62,6.12,15.18,0.00,0.00,
PEB01,1,1993,9,2,n01a,u,2,1,27.11,5.65,8.12,0.00,0.00,
PEB01,1,1993,9,2,n01a,u,2,2,59.58,4.47,14.97,0.00,0.00,
PEB01,1,1993,9,2,n01a,u,2,3,34.30,3.45,13.02,0.00,0.00,
PEB01,1,1993,9,2,n01a,u,2,4,35.03,0.69,12.53,0.00,0.00,
PEB01,1,1993,9,2,n01a,u,2,5,34.48,5.44,8.00,0.00,0.00,
PEB01,1,1993,9,2,n01a,u,2,6,28.70,0.91,12.61,0.00,0.00,
PEB01,1,1993,9,2,n01a,u,2,7,34.41,17.68,11.24,0.00,0.00,
PEB01,1,1993,9,2,n01a,u,2,8,37.41,1.73,9.25,0.00,0.00,
PEB01,1,1993,9,2,n01a,u,2,9,31.45,2.09,18.35,0.00,0.00,
PEB01,1,1993,9,2,n01a,u,3,1,45.29,2.19,11.64,0.00,0.00,
PEB01,1,1993,9,2,n01a,u,3,2,49.06,5.25,17.18,0.00,0.00,
PEB01,1,1993,9,2,n01a,u,3,3,38.76,24.77,15.90,0.00,0.00,
PEB01,1,1993,9,2,n01a,u,3,4,52.37,24.73,24.26,0.00,0.00,
PEB01,1,1993,9,2,n01a,u,3,5,28.05,3.61,11.49,0.00,0.00,
PEB01,1,1993,9,2,n01a,u,3,6,73.03,4.63,17.39,0.00,0.00,
PEB01,1,1993,9,2,n01a,u,3,7,83.95,0.71,15.29,0.00,0.00,
PEB01,1,1993,9,2,n01a,u,3,8,53.04,0.54,17.14,0.00,0.00,
PEB01,1,1993,9,2,n01a,u,3,9,34.75,12.07,14.15,0.00,0.00,
PEB01,1,1993,9,2,n01a,u,4,1,81.20,1.61,15.31,0.00,0.51,
PEB01,1,1993,9,2,n01a,u,4,2,52.04,4.14,13.43,0.00,0.00,
PEB01,1,1993,9,2,n01a,u,4,3,48.19,6.05,13.28,0.00,0.88,
PEB01,1,1993,9,2,n01a,u,4,4,73.48,2.58,12.68,0.00,0.56,
PEB01,1,1993,9,2,n01a,u,4,5,75.06,2.76,11.84,0.00,0.62,
PEB01,1,1993,9,2,n01a,u,4,6,50.49,5.04,11.60,0.00,0.25,
PEB01,1,1993,9,2,n01a,u,4,7,55.74,2.42,18.35,0.00,0.24,
PEB01,1,1993,9,2,n01a,u,4,8,49.09,5.94,9.93,0.00,0.39,
PEB01,1,1993,9,2,n01a,u,4,9,58.48,3.43,13.35,0.00,0.00,
PEB01,1,1993,9,9,n01a,u,5,1,47.18,0.11,13.01,0.00,0.00,
PEB01,1,1993,9,9,n01a,u,5,2,30.42,0.00,6.72,0.00,0.00,
PEB01,1,1993,9,9,n01a,u,5,3,46.16,1.15,13.75,0.00,0.00,
PEB01,1,1993,9,9,n01a,u,5,4,57.55,0.00,14.33,0.00,0.00,
PEB01,1,1993,9,9,n01a,u,5,5,70.88,0.13,17.00,0.00,0.00,
PEB01,1,1993,9,9,n01a,u,5,6,41.80,0.22,9.34,0.00,0.00,
PEB01,1,1993,9,9,n01a,u,5,7,70.08,0.00,12.05,0.00,0.00,
PEB01,1,1993,9,9,n01a,u,5,8,39.40,0.20,11.28,0.00,0.00,
PEB01,1,1993,9,9,n01a,u,5,9,35.34,0.00,8.54,0.00,0.00,
PEB01,1,1993,9,9,n01a,u,6,1,51.87,1.71,11.46,0.00,0.00,
PEB01,1,1993,9,9,n01a,u,6,2,60.52,2.24,9.85,0.00,0.00,
PEB01,1,1993,9,9,n01a,u,6,3,37.95,0.50,9.87,0.00,0.00,
PEB01,1,1993,9,9,n01a,u,6,4,53.61,0.12,9.56,0.00,0.00,
PEB01,1,1993,9,9,n01a,u,6,5,63.61,0.31,18.11,0.00,0.00,
PEB01,1,1993,9,9,n01a,u,6,6,35.25,0.49,6.38,0.00,0.00,
PEB01,1,1993,9,9,n01a,u,6,7,45.09,1.30,12.45,0.00,0.00,
PEB01,1,1993,9,9,n01a,u,6,8,91.38,0.94,20.22,0.00,0.00,
PEB01,1,1993,9,9,n01a,u,6,9,65.89,1.54,13.49,0.00,0.00,
PEB01,1,1993,9,9,n01a,u,7,1,57.09,0.00,19.22,0.00,0.00,
PEB01,1,1993,9,9,n01a,u,7,2,47.56,0.28,14.34,0.00,0.00,
PEB01,1,1993,9,9,n01a,u,7,3,91.28,7.45,15.44,0.00,0.00,
PEB01,1,1993,9,9,n01a,u,7,4,65.16,5.69,11.33,0.00,0.00,
PEB01,1,1993,9,9,n01a,u,7,5,38.42,11.52,7.33,0.00,0.00,
PEB01,1,1993,9,9,n01a,u,7,6,62.42,0.56,16.56,0.00,0.00,
PEB01,1,1993,9,9,n01a,u,7,7,54.34,0.01,17.00,0.00,0.00,
PEB01,1,1993,9,9,n01a,u,7,8,52.57,0.87,10.84,0.00,0.00,
PEB01,1,1993,9,9,n01a,u,7,9,56.99,0.16,13.47,0.00,0.00,
PEB01,1,1993,9,9,n01a,u,8,1,115.65,1.29,17.60,0.00,0.00,
PEB01,1,1993,9,9,n01a,u,8,2,143.63,7.94,30.51,0.00,0.00,
PEB01,1,1993,9,9,n01a,u,8,3,86.94,0.00,13.55,0.00,0.00,
PEB01,1,1993,9,9,n01a,u,8,4,27.80,3.86,8.12,0.00,0.00,
PEB01,1,1993,9,9,n01a,u,8,5,67.17,0.00,13.98,0.00,0.00,
PEB01,1,1993,9,9,n01a,u,8,6,41.81,11.48,7.35,0.00,0.00,
PEB01,1,1993,9,9,n01a,u,8,7,171.10,3.66,24.34,0.00,0.00,
PEB01,1,1993,9,9,n01a,u,8,8,61.17,4.29,12.67,0.00,0.00,
PEB01,1,1993,9,9,n01a,u,8,9,63.86,2.02,14.55,0.00,0.00,
PEB01,1,1993,9,3,n04a,u,9,1,20.95,0.13,5.45,24.76,0.00,
PEB01,1,1993,9,3,n04a,u,9,2,44.24,0.42,11.18,46.20,1.17,
PEB01,1,1993,9,3,n04a,u,9,3,42.45,0.00,7.18,35.85,2.61,
PEB01,1,1993,9,3,n04a,u,9,4,42.66,0.16,15.79,36.75,0.00,
PEB01,1,1993,9,3,n04a,u,9,5,40.32,1.74,13.66,62.48,1.24,
PEB01,1,1993,9,3,n04a,u,9,6,21.20,6.47,6.86,35.52,3.76,
PEB01,1,1993,9,3,n04a,u,9,7,30.00,0.37,9.81,13.09,13.43,
PEB01,1,1993,9,3,n04a,u,9,8,50.69,2.60,12.14,43.37,0.12,
PEB01,1,1993,9,3,n04a,u,9,9,53.79,1.60,8.72,73.17,9.20,
PEB01,1,1993,9,3,n04a,u,10,1,24.60,2.75,6.21,26.46,0.00,
PEB01,1,1993,9,3,n04a,u,10,2,28.19,2.28,11.21,27.74,0.00,
PEB01,1,1993,9,3,n04a,u,10,3,17.51,0.71,7.04,19.54,0.70,
PEB01,1,1993,9,3,n04a,u,10,4,24.55,2.31,6.95,23.67,0.00,
PEB01,1,1993,9,3,n04a,u,10,5,25.83,2.83,9.40,33.99,0.00,
PEB01,1,1993,9,3,n04a,u,10,6,30.70,2.80,8.81,26.59,0.00,
PEB01,1,1993,9,3,n04a,u,10,7,34.02,3.22,7.40,50.33,0.00,
PEB01,1,1993,9,3,n04a,u,10,8,32.02,3.16,7.30,25.74,0.00,
PEB01,1,1993,9,3,n04a,u,10,9,39.27,12.97,10.41,37.47,0.00,
PEB01,1,1993,9,9,n04a,u,11,1,49.69,1.94,13.56,31.41,0.00,
PEB01,1,1993,9,9,n04a,u,11,2,36.38,0.26,12.48,38.85,0.00,
PEB01,1,1993,9,9,n04a,u,11,3,55.29,7.83,16.71,37.11,0.00,
PEB01,1,1993,9,9,n04a,u,11,4,29.95,5.31,14.30,44.99,1.11,
PEB01,1,1993,9,9,n04a,u,11,5,13.86,2.79,3.63,40.15,0.00,
PEB01,1,1993,9,9,n04a,u,11,6,31.85,0.22,8.47,41.44,0.00,
PEB01,1,1993,9,9,n04a,u,11,7,31.61,1.39,8.29,38.29,0.00,
PEB01,1,1993,9,9,n04a,u,11,8,46.59,2.07,17.22,30.57,0.00,
PEB01,1,1993,9,9,n04a,u,11,9,16.65,0.47,9.42,37.81,0.19,
PEB01,1,1993,9,9,n04a,u,12,1,74.72,0.00,10.86,54.36,0.00,
PEB01,1,1993,9,9,n04a,u,12,2,29.47,0.91,5.68,23.71,0.00,
PEB01,1,1993,9,9,n04a,u,12,3,99.82,3.52,12.48,46.86,0.56,
PEB01,1,1993,9,9,n04a,u,12,4,26.89,0.41,5.19,34.47,0.00,
PEB01,1,1993,9,9,n04a,u,12,5,30.95,1.62,9.70,19.95,0.00,
PEB01,1,1993,9,9,n04a,u,12,6,43.32,1.08,5.24,43.46,0.40,
PEB01,1,1993,9,9,n04a,u,12,7,45.53,1.44,8.65,38.92,0.06,
PEB01,1,1993,9,9,n04a,u,12,8,41.05,0.03,6.00,45.04,0.00,
PEB01,1,1993,9,9,n04a,u,12,9,60.46,3.49,7.38,27.06,0.00,
PEB01,1,1993,9,9,n04a,u,13,1,13.83,6.89,5.94,16.05,0.00,
PEB01,1,1993,9,9,n04a,u,13,2,20.59,0.62,5.76,22.83,0.00,
PEB01,1,1993,9,9,n04a,u,13,3,50.10,2.67,12.64,35.87,0.00,
PEB01,1,1993,9,9,n04a,u,13,4,48.01,4.37,16.88,30.88,0.00,
PEB01,1,1993,9,9,n04a,u,13,5,39.96,0.52,23.40,12.68,0.00,
PEB01,1,1993,9,9,n04a,u,13,6,22.42,7.54,10.67,9.13,0.00,
PEB01,1,1993,9,9,n04a,u,13,7,19.85,4.59,7.62,12.26,0.00,
PEB01,1,1993,9,9,n04a,u,13,8,26.72,1.20,11.83,18.16,0.00,
PEB01,1,1993,9,9,n04a,u,13,9,28.28,4.32,11.59,17.42,0.00,
PEB01,1,1993,9,9,n04a,u,14,1,44.66,1.88,15.15,23.73,0.00,
PEB01,1,1993,9,9,n04a,u,14,2,28.08,1.92,5.54,14.86,0.00,
PEB01,1,1993,9,9,n04a,u,14,3,19.87,0.99,4.30,16.33,0.00,
PEB01,1,1993,9,9,n04a,u,14,4,32.72,7.78,8.56,20.24,0.00,
PEB01,1,1993,9,9,n04a,u,14,5,42.79,1.16,12.47,8.32,0.00,
PEB01,1,1993,9,9,n04a,u,14,6,35.89,1.48,4.59,16.16,0.00,
PEB01,1,1993,9,9,n04a,u,14,7,25.04,1.13,4.93,6.90,0.00,
PEB01,1,1993,9,9,n04a,u,14,8,20.56,1.90,6.80,6.21,0.00,
PEB01,1,1993,9,9,n04a,u,14,9,27.29,1.39,8.32,32.30,13.87,
PEB01,1,1993,9,9,n04a,u,15,1,34.94,2.81,9.36,9.38,0.00,
PEB01,1,1993,9,9,n04a,u,15,2,27.58,3.51,9.03,11.38,0.00,
PEB01,1,1993,9,9,n04a,u,15,3,24.94,3.98,7.98,13.42,0.00,
PEB01,1,1993,9,9,n04a,u,15,4,32.21,1.48,8.63,12.71,0.00,
PEB01,1,1993,9,9,n04a,u,15,5,76.00,0.00,13.57,16.06,0.00,
PEB01,1,1993,9,9,n04a,u,15,6,35.97,0.99,12.96,20.53,0.00,
PEB01,1,1993,9,9,n04a,u,15,7,55.38,0.24,12.55,19.62,0.00,
PEB01,1,1993,9,9,n04a,u,15,8,60.26,3.29,12.56,18.58,0.00,
PEB01,1,1993,9,9,n04a,u,15,9,35.11,2.77,9.45,17.81,0.00,
PEB01,1,1993,9,9,n04a,u,16,1,34.86,0.00,11.35,21.10,0.00,
PEB01,1,1993,9,9,n04a,u,16,2,38.87,0.00,8.96,44.10,0.00,
PEB01,1,1993,9,9,n04a,u,16,3,60.46,0.00,20.64,62.46,0.00,
PEB01,1,1993,9,9,n04a,u,16,4,36.87,0.00,9.79,45.37,0.00,
PEB01,1,1993,9,9,n04a,u,16,5,72.79,0.00,23.03,41.19,0.00,
PEB01,1,1993,9,9,n04a,u,16,6,43.72,0.01,11.38,49.34,0.00,
PEB01,1,1993,9,9,n04a,u,16,7,30.76,0.00,7.58,63.47,0.00,
PEB01,1,1993,9,9,n04a,u,16,8,23.99,183.25,5.38,50.86,0.00,forb=Lrg milkweed
PEB01,1,1993,9,9,n04a,u,16,9,48.16,1.91,10.23,71.05,0.00,
PEB01,1,1994,9,14,n01a,g,1,1,27.30,2.08,13.06,0.00,0.00,
PEB01,1,1994,9,14,n01a,g,1,2,19.67,3.02,9.02,0.00,0.00,
PEB01,1,1994,9,14,n01a,g,1,3,20.84,1.10,15.61,0.00,0.00,
PEB01,1,1994,9,14,n01a,g,1,4,26.83,0.68,14.11,0.00,0.00,
PEB01,1,1994,9,14,n01a,g,1,5,20.26,5.13,12.67,0.00,0.00,
PEB01,1,1994,9,14,n01a,g,1,6,11.07,20.84,8.68,0.00,0.00,
PEB01,1,1994,9,14,n01a,g,1,7,28.96,1.55,14.27,0.00,0.00,
PEB01,1,1994,9,14,n01a,g,1,8,23.93,7.11,17.50,0.00,0.00,
PEB01,1,1994,9,14,n01a,g,1,9,20.40,2.59,15.98,0.00,0.00,
PEB01,1,1994,9,14,n01a,g,2,1,21.72,0.43,12.29,0.00,0.00,
PEB01,1,1994,9,14,n01a,g,2,2,19.06,1.02,10.75,0.00,0.00,
PEB01,1,1994,9,14,n01a,g,2,3,15.98,2.01,10.91,0.00,0.00,
PEB01,1,1994,9,14,n01a,g,2,4,19.69,4.30,10.88,0.00,0.00,
PEB01,1,1994,9,14,n01a,g,2,5,21.31,1.58,10.63,0.00,0.00,
PEB01,1,1994,9,14,n01a,g,2,6,19.02,2.37,12.19,0.00,0.00,
PEB01,1,1994,9,14,n01a,g,2,7,18.62,2.17,12.18,0.00,0.00,
PEB01,1,1994,9,14,n01a,g,2,8,14.28,3.24,7.15,0.00,0.00,
PEB01,1,1994,9,14,n01a,g,2,9,24.26,0.56,12.46,0.00,0.00,
PEB01,1,1994,9,14,n01a,g,3,1,36.28,0.60,9.95,0.00,0.00,
PEB01,1,1994,9,14,n01a,g,3,2,20.10,1.61,5.16,0.00,0.00,
PEB01,1,1994,9,14,n01a,g,3,3,27.89,0.65,12.42,0.00,0.00,
PEB01,1,1994,9,14,n01a,g,3,4,21.44,1.03,9.67,0.00,0.00,
PEB01,1,1994,9,14,n01a,g,3,5,72.74,0.58,17.21,0.00,0.00,
PEB01,1,1994,9,14,n01a,g,3,6,26.67,1.36,10.30,0.00,0.00,
PEB01,1,1994,9,14,n01a,g,3,7,19.46,3.47,6.91,0.00,0.00,
PEB01,1,1994,9,14,n01a,g,3,8,34.46,2.05,14.96,0.00,0.00,
PEB01,1,1994,9,14,n01a,g,3,9,21.95,0.34,11.21,0.00,0.00,
PEB01,1,1994,9,14,n01a,g,4,1,11.73,3.23,5.36,0.00,0.00,
PEB01,1,1994,9,14,n01a,g,4,2,29.88,1.53,14.78,0.00,0.07,
PEB01,1,1994,9,14,n01a,g,4,3,16.30,4.49,12.21,0.00,0.86,
PEB01,1,1994,9,14,n01a,g,4,4,21.60,1.26,8.26,0.00,2.70,
PEB01,1,1994,9,14,n01a,g,4,5,21.23,3.63,4.27,0.00,0.00,
PEB01,1,1994,9,14,n01a,g,4,6,20.21,3.69,20.92,0.00,0.00,
PEB01,1,1994,9,14,n01a,g,4,7,20.06,3.58,7.33,0.00,0.00,
PEB01,1,1994,9,14,n01a,g,4,8,17.16,2.01,12.49,0.00,0.00,
PEB01,1,1994,9,14,n01a,g,4,9,20.27,2.33,6.31,0.00,0.00,
PEB01,1,1994,9,14,n01a,g,5,1,28.76,0.58,8.04,0.00,0.00,
PEB01,1,1994,9,14,n01a,g,5,2,24.12,0.99,11.10,0.00,0.00,
